Review_Stage;Database;Title;Author;Year;DOI;DOI_Link;Abstract
NOT_RELEVANT;ProQuest;Review of River Ice Observation and Data Analysis Technologies;"Zakharov, Igor;Puestow, Thomas;Amir Ali Khan;Briggs, Robert;Barrette, Paul";2024;10.3390/hydrology11080126;NOT_FOUND;This paper provides a comprehensive review of the available literature on the observation and characterization of river ice using remote sensing technologies. Through an analysis of 200 publications spanning from 1919 to June 2024, we reviewed different observation technologies deployed on in situ, aerial and satellite platforms for their utility in monitoring and characterizing river ice covers. River ice information, captured by 51 terms extracted from the literature, holds significant value in enhancing infrastructure resilience in the face of climate change. Satellite technologies, in particular the multispectral optical and multi-polarimetric synthetic aperture radar (SAR), provide a number of advantages, such as ice features discrimination, better ice characterization, and reliable delineation of open water and ice, with both current and upcoming sensors. The review includes data analysis methods employed for the monitoring and characterization of river ice, including ice information retrieval methods and corresponding accuracies. The need for further research on artificial intelligence and, in particular, deep learning (DL) techniques has been recognized as valuable for enhancing the accuracy of automated systems. The growing availability of freely available and commercial satellites, UAVs, and in situ data with improved characteristics suggests significant operational potential for river ice observation in the near future. Our study also identifies gaps in the current capabilities for river ice observation and provides suggestions for improved data analysis and interpretation.
NOT_RELEVANT;ProQuest;Second-Order Text Matching Algorithm for Agricultural Text;"Sun, Xiaoyang;Song, Yunsheng;Huang, Jianing";2024;10.3390/app14167012;NOT_FOUND;Text matching promotes the research and application of deep understanding of text information, and it provides the basis for information retrieval, recommendation systems and natural language processing by exploring the similar structures in text data. Owning to the outstanding performance and automatically extract text features for the target, the methods based-pre-training models gradually become the mainstream. However, such models usually suffer from the disadvantages of slow retrieval speed and low running efficiency. On the other hand, previous text matching algorithms have mainly focused on horizontal domain research, and there are relatively few vertical domain algorithms for agricultural text, which need to be further investigated. To address this issue, a second-order text matching algorithm has been developed. This paper first obtains a large amount of text about typical agricultural crops and constructs a database by using web crawlers and querying relevant textbooks, etc. Then BM25 algorithm is used to generate a candidate set and BERT model is used to filter the optimal match based on the candidate set. Experiments have shown that the Precision@1 of this second-order algorithm can reach 88.34% on the dataset constructed in this paper, and the average time to match a piece of text is only 2.02 s. Compared with BERT model and BM25 algorithm, there is an increase of 8.81% and 13.73% in Precision@1 respectively. In terms of the average time required for matching a text, it is 55.2 s faster than BERT model and only 2 s slower than BM25 algorithm. It can improve the efficiency and accuracy of agricultural information retrieval, agricultural decision support, agricultural market analysis, etc., and promote the sustainable development of agriculture.
NOT_RELEVANT;ProQuest;Web Search or Conversation with an Artificial Intelligence? Analysis of Misinformation and Relevance in the Case of Radon Gas;"Pascual-Presa, Noel;Fernández-Pichel, Marcos;Losada, David E;García-Orosa, Berta";2024;10.3145/epi.2024.0220;NOT_FOUND;Health-related information plays a crucial role in public health management, empowering individuals to make informed decisions and adopt behaviours that mitigate the effects of potential risks. The internet and the emergence of new technologies, such as conversational models equipped with Artificial Intelligence, present opportunities, and challenges in this field. This research focuses specifically on the risk of radon, a natural radioactive gas recognised worldwide as one of the leading causes of lung cancer and a persistent threat over time. The aim of this study is to analyse the information provided for this specific risk by two key information access tools: web search engines and AI-based conversational agents (ChatGPT). To carry out this interdisciplinary research (journalism-communication-computer science) we employ a mixed methodological design (quantitative and qualitative) and apply methods from the areas of Information Retrieval (IR), Big Data, and Artificial Intelligence (AI). The results of this study show that information on the internet about the risk of radon often lacks relevance and does not meet the information needs of users. We also found that some websites provide a significant amount of good quality information but there are often some misleading contents. ChatGPT proves to be more accurate in providing relevant and good quality information but contains a higher proportion of misinformation. Consequently, this raises concerns about the integrity of the information provided and emphasises the need to monitor and improve the accuracy of these computational tools.
MAYBE_RELEVANT;ProQuest;Revolutionizing Campus Communication: NLP-Powered University Chatbots;PDF;2024;10.14569/IJACSA.2024.0150606;NOT_FOUND;Artificial intelligence (AI) based chatbots leverage programmed software instructions to simulate human speech and user interaction. These versatile tools can be employed in various domains, from managing smart home devices to providing personal virtual assistants. They can also be useful in responding to common queries and can make information easier to access. In response to this need, we developed a specialized chatbot tailored for the academic environment by training an NLP model to answer frequently asked questions (FAQs) the need of searching through the university website. The main goal is to optimize user engagement and streamline information retrieval within a university setting. By employing ML and NLP techniques, we enhance the chatbot's capabilities, enabling it to provide effective and precise answers, contributing to a more seamless and efficient experience for users seeking information about the university. The study discusses the pivotal decision-making process between implementing a custom neural network and the BERT model. Through a comparative analysis, the custom neural network emerges as the preferred solution, displaying efficiency, quick deployment, and superior accuracy in handling task-specific queries. While BERT presents unparalleled versatility in natural language processing, its resource-intensive pre-training, and challenges in adapting to the intricacies of the university-specific dataset limit its efficiency in this application. This research emphasizes the importance of customization to meet the unique demands of a university chatbot, providing valuable insights for developers seeking to strike a balance between efficiency and specialization in similar applications.
NOT_RELEVANT;ProQuest;Bayes R-CNN: An Uncertainty-Aware Bayesian Approach to Object Detection in Remote Sensing Imagery for Enhanced Scene Interpretation;"Sagar A S M Sharifuzzaman;Jawad Tanveer;Chen, Yu;Chan, Jun Hoong;Kim, Hyung Seok;Karam Dad Kallu;Shahzad, Ahmed";2024;10.3390/rs16132405;NOT_FOUND;Remote sensing technology has been modernized by artificial intelligence, which has made it possible for deep learning algorithms to extract useful information from images. However, overfitting and lack of uncertainty quantification, high-resolution images, information loss in traditional feature extraction, and background information retrieval for detected objects limit the use of deep learning models in various remote sensing applications. This paper proposes a Bayes by backpropagation (BBB)-based system for scene-driven identification and information retrieval in order to overcome the above-mentioned problems. We present the Bayes R-CNN, a two-stage object detection technique to reduce overfitting while also quantifying uncertainty for each object recognized within a given image. To extract features more successfully, we replace the traditional feature extraction model with our novel Multi-Resolution Extraction Network (MRENet) model. We propose the multi-level feature fusion module (MLFFM) in the inner lateral connection and a Bayesian Distributed Lightweight Attention Module (BDLAM) to reduce information loss in the feature pyramid network (FPN). In addition, our system incorporates a Bayesian image super-resolution model which enhances the quality of the image to improve the prediction accuracy of the Bayes R-CNN. Notably, MRENet is used to classify the background of the detected objects to provide detailed interpretation of the object. Our proposed system is comprehensively trained and assessed utilizing the state-of-the-art DIOR and HRSC2016 datasets. The results demonstrate our system’s ability to detect and retrieve information from remote sensing scene images.
NOT_RELEVANT;ProQuest;Evaluating Neural Networks’ Ability to Generalize against Adversarial Attacks in Cross-Lingual Settings;"Mathur, Vidhu;Dadu, Tanvi;Aggarwal, Swati";2024;10.3390/app14135440;NOT_FOUND;Featured Application The application of this research is to create better multilingual datasets by utilizing the insights gained from our investigation into mBART and XLM-Roberta. These improved datasets will support the creation of more robust and accurate AI NLP models that can effectively handle various languages, enhancing performance in tasks like machine translation, sentiment analysis, text categorization, and information retrieval. This research addresses biases and limitations in the current translation methods. Abstract Cross-lingual transfer learning using multilingual models has shown promise for improving performance on natural language processing tasks with limited training data. However, translation can introduce superficial patterns that negatively impact model generalization. This paper evaluates two state-of-the-art multilingual models, Cross-Lingual Model-Robustly Optimized BERT Pretraining Approach (XLM-Roberta) and Multilingual Bi-directional Auto-Regressive Transformer (mBART), on the cross-lingual natural language inference (XNLI) natural language inference task using both original and machine-translated evaluation sets. Our analysis demonstrates that translation can facilitate cross-lingual transfer learning, but maintaining linguistic patterns is critical. The results provide insights into the strengths and limitations of state-of-the-art multilingual natural language processing architectures for cross-lingual understanding.
NOT_RELEVANT;ProQuest;Financial Statement Text Information Mining and Key Information Extraction Model Construction;Xu, Yi;2024;NOT_FOUND;NOT_FOUND;- Financial statement text information mining and key information extraction model design are critical areas of research that aim to use advanced computational approaches to extract important insights from textual data contained in financial documents. In this work, they look at methodologies, techniques, and applications that combine natural language processing (NLP) and machine learning to automate financial statement interpretation. To lay the groundwork for the research, researchers first conduct a thorough examination of existing literature in interdisciplinary domains such as computational linguistics, information retrieval, and finance. Building on insights from earlier studies, they design and use unique NLP approaches, such as named entity identification, syntactic parsing, sentiment analysis, and topic modelling, to extract essential financial metrics from textual data. Additionally, they create machine learning models that are suited to the peculiarities of financial terminology and reporting standards, combining domain-specific knowledge with linguistic experience to improve accuracy and reliability. They demonstrate the efficacy and scalability of the technique in automating the extraction of crucial financial information, such as revenue trends, cost patterns, and risk factors, through rigorous testing on real-world financial data. These results highlight the transformative power of natural language processing and machine learning in financial analysis, providing stakeholders in finance and accounting with actionable intelligence for informed decision-making, risk assessment, and compliance monitoring. By bridging the gap between computational linguistics and financial analysis, this study advances financial text analysis and provides the framework for future research and innovation in this emerging field.
NOT_RELEVANT;ProQuest;An Extensive study of Symantic and Syntatic Approaches to Automatic Text Summarization;"Gaikwad, Manisha;Shinde, Gitanjali;Mahalle, Parikshit;Sable, Nilesh;Ate, Namrata Khar";2024;NOT_FOUND;NOT_FOUND;Automatic text summarization (ATS) has emerged as a crucial research domain in the discipline of natural language processing (NLP) and information retrieval. The exponential growth of digital content has necessitated the need for efficient techniques that can automatically generate concise and informative summaries from lengthy documents. This article provided a comprehensive recap of automatic text summarization, covering both abstractive and extractive methods. Using extractive techniques, prime phrases or keywords from the original text are identified and chosen, while abstractive methods involve producing summaries by paraphrasing and synthesizing content in a more human-like manner. Discussed the advantages and limitations of each approach, including the challenge of ATS, which arises when summarizing content from external sources. Furthermore, reviews common evaluation metrics used for assessing the quality of summaries and discusses recent advancements in neural network-based approaches for text summarization. This survey aims to provide an overview of automatic text summarization which acts as a useful resource for researchers and practitioners in the fields of information retrieval and NLP.
NOT_RELEVANT;ProQuest;Homonym Detection Using WordNet and Modified Lesk Approach for English Language;"Karnik, Madhuri P;Kodavade, D V";2024;NOT_FOUND;NOT_FOUND;Word sense disambiguation (WSD) is a basic and persistent problem that has existed since its inception in the natural language processing (NLP) area. The process of determining the accurate meaning of a word within a specific context is referred to as word sense disambiguation, commonly known as WSD. In NLP, a single word can have two or more meanings, with each meaning being distinguished by its context. This is known as word polysemy. Its applications span a wide range of fields, such as question answering systems, machine translation, information retrieval (IR) etc. Ontology and NLP are still struggling with ambiguity. Homonyms, which are ubiquitous in most languages, are words that have the same spelling but a different meaning. This method's fundamental premise is to select the appropriate sense by comparing a word's context in a sentence to contexts generated from WordNet. The primary goal of this study is to employ WordNet and the Lesk algorithm for WSD. After the algorithm was put into practice and tested on a collection of sentences that included ambiguous words, the synset was able to determine the proper interpretation for most of the sentences. The Lesk algorithm relies on finding the highest number of shared words (maximum overlap) between a word's context, prepositions and the definitions for its different meanings(glosses). This approach helps in identifying the most accurate interpretation for a given word within a specific context. According to experimental findings, the suggested strategy considerably boosts performance while identifying homonyms.
NOT_RELEVANT;ProQuest;A Survey of Text-Matching Techniques;"Jiang, Peng;Cai, Xiaodong";2024;10.3390/info15060332;NOT_FOUND;Text matching, as a core technology of natural language processing, plays a key role in tasks such as question-and-answer systems and information retrieval. In recent years, the development of neural networks, attention mechanisms, and large-scale language models has significantly contributed to the advancement of text-matching technology. However, the rapid development of the field also poses challenges in fully understanding the overall impact of these technological improvements. This paper aims to provide a concise, yet in-depth, overview of the field of text matching, sorting out the main ideas, problems, and solutions for text-matching methods based on statistical methods and neural networks, as well as delving into matching methods based on large-scale language models, and discussing the related configurations, API applications, datasets, and evaluation methods. In addition, this paper outlines the applications and classifications of text matching in specific domains and discusses the current open problems that are being faced and future research directions, to provide useful references for further developments in the field.
NOT_RELEVANT;ProQuest;Enhancing Medical Image Retrieval with UMLS-Integrated CNN-Based Text Indexing;"Gasmi, Karim;Ayadi, Hajer;Torjmen, Mouna";2024;10.3390/diagnostics14111204;NOT_FOUND;In recent years, Convolutional Neural Network (CNN) models have demonstrated notable advancements in various domains such as image classification and Natural Language Processing (NLP). Despite their success in image classification tasks, their potential impact on medical image retrieval, particularly in text-based medical image retrieval (TBMIR) tasks, has not yet been fully realized. This could be attributed to the complexity of the ranking process, as there is ambiguity in treating TBMIR as an image retrieval task rather than a traditional information retrieval or NLP task. To address this gap, our paper proposes a novel approach to re-ranking medical images using a Deep Matching Model (DMM) and Medical-Dependent Features (MDF). These features incorporate categorical attributes such as medical terminologies and imaging modalities. Specifically, our DMM aims to generate effective representations for query and image metadata using a personalized CNN, facilitating matching between these representations. By using MDF, a semantic similarity matrix based on Unified Medical Language System (UMLS) meta-thesaurus, and a set of personalized filters taking into account some ranking features, our deep matching model can effectively consider the TBMIR task as an image retrieval task, as previously mentioned. To evaluate our approach, we performed experiments on the medical ImageCLEF datasets from 2009 to 2012. The experimental results show that the proposed model significantly enhances image retrieval performance compared to the baseline and state-of-the-art approaches.
NOT_RELEVANT;ProQuest;Integrating Lesk Algorithm with Cosine Semantic Similarity to Resolve Polysemy for Setswana Language;PDF;2024;10.14569/IJACSA.2024.0150479;NOT_FOUND;Word Sense Disambiguation (WSD) serves as an intermediate task for enhancing text understanding in Natural Language Processing (NLP) applications, including machine translation, information retrieval, and text summarization. Its role is to enhance the effectiveness and efficiency of these applications by ensuring the accurate selection of the appropriate sense for polysemous words in diverse contexts. This task is recognized as an AI-complete problem, indicating its longstanding complexity since the 1950s. One of the earliest proposed solutions to address polysemy in NLP is the Lesk algorithm, which has seen various adaptations by researchers for different languages over the years. This study proposes a simplified, Lesk-based algorithm to resolve polysemy for Setswana. Instead of combinatorial comparisons among candidate senses that Lesk is based on that cause computational complexity, this study models word sense glosses using Bidirectional Encoder Representations from Transformers (BERT) and Cosine similarity measure, which have been proven to achieve optimal performance in WSD. The proposed algorithm was evaluated on Setswana and obtained an accuracy of 86.66 and an error rate of 14.34, surpassing the accuracy of other Lesk-based algorithms for other languages.
NOT_RELEVANT;ProQuest;A Question and Answering Service of Typhoon Disasters Based on the T5 Large Language Model;"Xia, Yongqi;Huang, Yi;Qiu, Qianqian;Zhang, Xueying;Miao, Lizhi;Chen, Yixiang";2024;10.3390/ijgi13050165;NOT_FOUND;"A typhoon disaster is a common meteorological disaster that seriously impacts natural ecology, social economy, and even human sustainable development. It is crucial to access the typhoon disaster information, and the corresponding disaster prevention and reduction strategies. However, traditional question and answering (Q&amp;A) methods exhibit shortcomings like low information retrieval efficiency and poor interactivity. This makes it difficult to satisfy users’ demands for obtaining accurate information. Consequently, this work proposes a typhoon disaster knowledge Q&amp;A approach based on LLM (T5). This method integrates two technical paradigms of domain fine-tuning and retrieval-augmented generation (RAG) to optimize user interaction experience and improve the precision of disaster information retrieval. The process specifically includes the following steps. First, this study selects information about typhoon disasters from open-source databases, such as Baidu Encyclopedia and Wikipedia. Utilizing techniques such as slicing and masked language modeling, we generate a training set and 2204 Q&amp;A pairs specifically focused on typhoon disaster knowledge. Second, we continuously pretrain the T5 model using the training set. This process involves encoding typhoon knowledge as parameters in the neural network’s weights and fine-tuning the pretrained model with Q&amp;A pairs to adapt the T5 model for downstream Q&amp;A tasks. Third, when responding to user queries, we retrieve passages from external knowledge bases semantically similar to the queries to enhance the prompts. This action further improves the response quality of the fine-tuned model. Finally, we evaluate the constructed typhoon agent (Typhoon-T5) using different similarity-matching approaches. Furthermore, the method proposed in this work lays the foundation for the cross-integration of large language models with disaster information. It is expected to promote the further development of GeoAI."
NOT_RELEVANT;ProQuest;Biomedical semantic text summarizer;"Kirmani, Mahira;Kour, Gagandeep;Mudasir Mohd;Sheikh, Nasrullah;Dawood Ashraf Khan;Maqbool, Zahid;Mohsin Altaf Wani;Abid Hussain Wani";2024;10.1186/s12859-024-05712-x;NOT_FOUND;Background Text summarization is a challenging problem in Natural Language Processing, which involves condensing the content of textual documents without losing their overall meaning and information content, In the domain of bio-medical research, summaries are critical for efficient data analysis and information retrieval. While several bio-medical text summarizers exist in the literature, they often miss out on an essential text aspect: text semantics. Results This paper proposes a novel extractive summarizer that preserves text semantics by utilizing bio-semantic models. We evaluate our approach using ROUGE on a standard dataset and compare it with three state-of-the-art summarizers. Our results show that our approach outperforms existing summarizers. Conclusion The usage of semantics can improve summarizer performance and lead to better summaries. Our summarizer has the potential to aid in efficient data analysis and information retrieval in the field of biomedical research.
NOT_RELEVANT;ProQuest;Integration and Assessment of ChatGPT in Medical Case Reporting: A Multifaceted Approach;"Kuan-Chen, Lin;Tsung-An, Chen;Lin, Ming-Hwai;Yu-Chun, Chen;Tzeng-Ji, Chen";2024;10.3390/ejihpe14040057;NOT_FOUND;ChatGPT, a large language model, has gained significance in medical writing, particularly in case reports that document the course of an illness. This article explores the integration of ChatGPT and how ChatGPT shapes the process, product, and politics of medical writing in the real world. We conducted a bibliometric analysis on case reports utilizing ChatGPT and indexed in PubMed, encompassing publication information. Furthermore, an in-depth analysis was conducted to categorize the applications and limitations of ChatGPT and the publication trend of application categories. A total of 66 case reports utilizing ChatGPT were identified, with a predominant preference for the online version and English input by the authors. The prevalent application categories were information retrieval and content generation. Notably, this trend remained consistent across different months. Within the subset of 32 articles addressing ChatGPT limitations in case report writing, concerns related to inaccuracies and a lack of clinical context were prominently emphasized. This pointed out the important role of clinical thinking and professional expertise, representing the foundational tenets of medical education, while also accentuating the distinction between physicians and generative artificial intelligence.
NOT_RELEVANT;ProQuest;Remote sensing image information extraction based on Compensated Fuzzy Neural Network and big data analytics;"Sun, Rui;Zhang, Zhengyin;Liu, Yajun;Niu, Xiaohang;Yuan, Jie";2024;10.1186/s12880-024-01266-9;NOT_FOUND;Medical imaging AI systems and big data analytics have attracted much attention from researchers of industry and academia. The application of medical imaging AI systems and big data analytics play an important role in the technology of content based remote sensing (CBRS) development. Environmental data, information, and analysis have been produced promptly using remote sensing (RS). The method for creating a useful digital map from an image data set is called image information extraction. Image information extraction depends on target recognition (shape and color). For low-level image attributes like texture, Classifier-based Retrieval(CR) techniques are ineffective since they categorize the input images and only return images from the determined classes of RS. The issues mentioned earlier cannot be handled by the existing expertise based on a keyword/metadata remote sensing data service model. To get over these restrictions, Fuzzy Class Membership-based Image Extraction (FCMIE), a technology developed for Content-Based Remote Sensing (CBRS), is suggested. The compensation fuzzy neural network (CFNN) is used to calculate the category label and fuzzy category membership of the query image. Use a basic and balanced weighted distance metric. Feature information extraction (FIE) enhances remote sensing image processing and autonomous information retrieval of visual content based on time-frequency meaning, such as color, texture and shape attributes of images. Hierarchical nested structure and cyclic similarity measure produce faster queries when searching. The experiment’s findings indicate that applying the proposed model can have favorable outcomes for assessment measures, including Ratio of Coverage, average means precision, recall, and efficiency retrieval that are attained more effectively than the existing CR model. In the areas of feature tracking, climate forecasting, background noise reduction, and simulating nonlinear functional behaviors, CFNN has a wide range of RS applications. The proposed method CFNN-FCMIE achieves a minimum range of 4–5% for all three feature vectors, sample mean and comparison precision-recall ratio, which gives better results than the existing classifier-based retrieval model. This work provides an important reference for medical imaging artificial intelligence system and big data analysis.
NOT_RELEVANT;ProQuest;An Update on the Use of Artificial Intelligence in Cardiovascular Medicine;"Rao, Shiavax J;Iqbal, Shaikh B;Isath, Ameesh;Hafeez Ul Hassan Virk;Wang, Zhen;Glicksberg, Benjamin S;Krittanawong, Chayakrit";2024;10.3390/hearts5010007;NOT_FOUND;Artificial intelligence, specifically advanced language models such as ChatGPT, have the potential to revolutionize various aspects of healthcare, medical education, and research. In this review, we evaluate the myriad applications of artificial intelligence in diverse healthcare domains. We discuss its potential role in clinical decision-making, exploring how it can assist physicians by providing rapid, data-driven insights for diagnosis and treatment. We review the benefits of artificial intelligence such as ChatGPT in personalized patient care, particularly in geriatric care, medication management, weight loss and nutrition, and physical activity guidance. We further delve into its potential to enhance medical research, through the analysis of large datasets, and the development of novel methodologies. In the realm of medical education, we investigate the utility of artificial intelligence as an information retrieval tool and personalized learning resource for medical students and professionals.
NOT_RELEVANT;ProQuest;Vox Populi, Vox ChatGPT: Large Language Models, Education and Democracy;"Zuber, Niina;Gogoll, Jan";2024;10.3390/philosophies9010013;NOT_FOUND;In the era of generative AI and specifically large language models (LLMs), exemplified by ChatGPT, the intersection of artificial intelligence and human reasoning has become a focal point of global attention. Unlike conventional search engines, LLMs go beyond mere information retrieval, entering into the realm of discourse culture. Their outputs mimic well-considered, independent opinions or statements of facts, presenting a pretense of wisdom. This paper explores the potential transformative impact of LLMs on democratic societies. It delves into the concerns regarding the difficulty in distinguishing ChatGPT-generated texts from human output. The discussion emphasizes the essence of authorship, rooted in the unique human capacity for reason—a quality indispensable for democratic discourse and successful collaboration within free societies. Highlighting the potential threats to democracy, this paper presents three arguments: the Substitution argument, the Authenticity argument, and the Facts argument. These arguments highlight the potential risks that are associated with an overreliance on LLMs. The central thesis posits that widespread deployment of LLMs may adversely affect the fabric of a democracy if not comprehended and addressed proactively and properly. In proposing a solution, we advocate for an emphasis on education as a means to mitigate risks. We suggest cultivating thinking skills in children, fostering coherent thought formulation, and distinguishing between machine-generated output and genuine, i.e., human, reasoning. The focus should be on the responsible development and usage of LLMs, with the goal of augmenting human capacities in thinking, deliberating and decision-making rather than substituting them.
NOT_RELEVANT;ProQuest;English Sentence Semantic Feature Extraction Method Based on Fuzzy Logic Algorithm;Qi, Zhenzhen;2024;NOT_FOUND;NOT_FOUND;Semantic features play a pivotal role in natural language processing, providing a deeper understanding of the meaning and context within textual data, hr the realm of machme learning and artificial intelligence, semantic feature extraction involves translating linguistic elements mto numerical representations, often utilizing advanced techniques like word embeddings and deep learning models. The integration of semantic features enhances the precision and context-awareness of language models, enabling applications such as sentiment analysis, document categorization, and information retrieval to operate with greater accuracy and relevance. The paper introduces a novel approach, Hierarchical Mandhami Optimized Semantic Feature Extraction (HMOSFE), designed to enhance semantic feature extraction fam English sentences. The proposed HMOSFE model comprises fusion of hierarchical clustering and fuzzy-based feature extraction, HMOSFE aims to capture intricate semantic relationships within sentences, providing nuanced insights mto the underlying meaning of textual content. The model employs pre-trained word embeddings for term representation, calculates a similarity matrix ushig coshie similarity, and utilizes hierarchical clustering for document grouping. Fuzzy logic contributes to assigning weights to features, enabling a more refined understandhig of semantic significance. The paper presents comprehensive results, including semantic similarity estimations, clustering distances, and fuzzy memberships, demonstrating the effectiveness of HMOSFE across diverse documents.
NOT_RELEVANT;ProQuest;Deep learning-based idiomatic expression recognition for the Amharic language;"Demeke Endalie;Haile, Getamesay;Taye, Wondmagegn";2023;10.1371/journal.pone.0295339;NOT_FOUND;Idiomatic expressions are built into all languages and are common in ordinary conversation. Idioms are difficult to understand because they cannot be deduced directly from the source word. Previous studies reported that idiomatic expression affects many Natural language processing tasks in the Amharic language. However, most natural language processing models used with the Amharic language, such as machine translation, semantic analysis, sentiment analysis, information retrieval, question answering, and next-word prediction, do not consider idiomatic expressions. As a result, in this paper, we proposed a convolutional neural network (CNN) with a FastText embedding model for detecting idioms in an Amharic text. We collected 1700 idiomatic and 1600 non-idiomatic expressions from Amharic books to test the proposed model’s performance. The proposed model is then evaluated using this dataset. We employed an 80 by 10,10 splitting ratio to train, validate, and test the proposed idiomatic recognition model. The proposed model’s learning accuracy across the training dataset is 98%, and the model achieves 80% accuracy on the testing dataset. We compared the proposed model to machine learning models like K-Nearest Neighbor (KNN), Support Vector Machine (SVM), and Random Forest classifiers. According to the experimental results, the proposed model produces promising results.
NOT_RELEVANT;ProQuest;Harmonizing minds and machines: survey on transformative power of machine learning in music;Liang, Jing;2023;10.3389/fnbot.2023.1267561;NOT_FOUND;This survey explores the symbiotic relationship between Machine Learning (ML) and music, focusing on the transformative role of Artificial Intelligence (AI) in the musical sphere. Beginning with a historical contextualization of the intertwined trajectories of music and technology, the paper discusses the progressive use of ML in music analysis and creation. Emphasis is placed on present applications and future potential. A detailed examination of music information retrieval, automatic music transcription, music recommendation, and algorithmic composition presents state-of-the-art algorithms and their respective functionalities. The paper underscores recent advancements, including ML-assisted music production and emotion-driven music generation. The survey concludes with a prospective contemplation of future directions of ML within music, highlighting the ongoing growth, novel applications, and anticipation of deeper integration of ML across musical domains. This comprehensive study asserts the profound potential of ML to revolutionize the musical landscape and encourages further exploration and advancement in this emerging interdisciplinary field.
NOT_RELEVANT;ProQuest;Preface;NOT_FOUND;2023;10.1088/1742-6596/2562/1/011001;NOT_FOUND;The International Conference on Artificial Intelligence and Industrial Technology Applications originates from 2021 and has attracted various promising researchers who are developing new directions in the field of artificial intelligence and industrial technology. The 2023 3 rd International Conference on Artificial Intelligence and Industrial Technology Applications (AIITA 2023), held in Suzhou, China from March 24 th to 26 th , 2023, was meant to unite researchers, experts, professors and academic staff as well as a wide range of participants of professional community from China and other countries concerned. AIITA 2023, with about 150 participants, was held to further integrate artificial intelligence with industrial technologies, and promoted research and developmental activities in related fields as well as scientific information interchange between researchers, developers, engineers, students, and practitioners working all around the world. Highly eventful program of the Conference, the list of well-established organizations-participants and devoted engagement of many colleagues throughout all the stages of Conference preparation instill confidence in practical importance of mutual initiative. The framework of the Conference comprises keynote speeches, oral presentations, and academic investigation, discussing open and significant problems facing industrial technologies, proposing innovative ideas and approaches to solution of the problems, and considering the new possibilities of application and development of cutting-edge artificial intelligence with industrial technologies. The Conference has become one of the venues for demonstrating scientific achievements of international class by leading scientists and young scholars and would facilitate the strengthening of academic cooperation, meanwhile the Conference proceedings would be expressed in the form of international scientific publishing. Various topics of the papers, gone through a vigorous peer review process, are covered in the proceedings, including: Artificial Intelligence Algorithm, Information Retrieval and Fusion, Intelligent Mechatronics, Integrated Manufacturing System, Intelligent Service Machines, etc. On behalf of the Conference Organizing Committee, we would like to thank the referees for their efficient and thoughtful actions. We are grateful to the members of the Technical Program Committee for their efforts in making and shaping the program for AIITA 2023. Particularly, we acknowledge the publishing support from the members of Journal of Physics: Conference Series. We hope that the future AIITA will be as successful and stimulating, as indicated with the contributions presented in this volume. The Committee of AIITA 2023 List of Committee Member are available in this pdf.
NOT_RELEVANT;ProQuest;Biomedical-named entity recognition using CUDA accelerated KNN algorithm;"Bali, Manish;Pichandi, Anandaraj Shanthi;Duraisamy, Jude Hemanth";2023;10.12928/TELKOMNIKA.v21i4.24065;NOT_FOUND;Biomedical named entity recognition (Bio-NER) is a highly complex and time-consuming research domain using natural language processing (NLP). It's widely used in information retrieval, knowledge summarization, biomolecular event extraction, and discovery applications. This paper proposes a method for the recognition and classification of named entities in the biomedical domain using machine learning (ML) techniques. Support vector machine (SVM), decision trees (DT), K-nearest neighbor (KNN), and its kernel versions are used. However, recent advancements in programmable, massively parallel graphics processing units (GPU) hold promise in terms of increased computational capacity at a lower cost to address multi-dimensional data and time complexity. We implement a novel parallel version of KNN by porting the distance computation step on GPU using the compute unified device architecture (CUDA) and compare the performance of all the algorithms using the BioNLP/NLPBA 2004 corpus. Results demonstrate that CUDA-KNN takes full advantage of the GPU's computational capacity and multi-leveled memory architecture, resulting in a 35x performance enhancement over the central processing unit (CPU). In a comparative study with existing research, the proposed model provides an option for a faster NER system for higher dimensionality and larger datasets as it offers balanced performance in terms of accuracy and speed-up, thus providing critical design insights into developing a robust BioNLP system.
MAYBE_RELEVANT;ProQuest;Investigating the Potential Impact of Artificial Intelligence in Librarianship;"Affum, Mark Quaye;Dwomoh, Oliver Kofi";2023;NOT_FOUND;NOT_FOUND;This research aims to investigate the potential impact of artificial intelligence (AI) in the field of librarianship. With advancements in AI technology, there is a growing interest in exploring how it can enhance various aspects of librarianship, including information retrieval, cataloging, user services, and knowledge management. This study will examine the current state of AI applications in libraries, analyze the benefits and challenges associated with its implementation, and explore potential future developments in the field. By understanding the potential impact of AI in librarianship, librarians, researchers, and stakeholders can make informed decisions regarding the integration of AI technologies to improve library services and meet the evolving needs of users.
