Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Incorporating Deep Median Networks for Arabic Document Retrieval Using Word Embeddings-Based Query Expansion.","Farhan, Yasir Hadi; Tareq, Mustafa Abd; Shakir, Mohanaad; Shannaq, Boumedyen","Journal of Information Science Theory & Practice (JIStaP)",="22879099",,="2024","12","3","36","13","180644236","10.1633/JISTaP.2024.12.3.3","Korea Institute of Science & Technology Information","Article","NATURAL language processing; INFORMATION retrieval; INFORMATION networks; RESEARCH personnel; SYNONYMS","Arabic document retrieval; automatic query expansion; deep median networks; information retrieval; natural language processing; word embedding","The information retrieval (IR) process often encounters a challenge known as query-document vocabulary mismatch, where user queries do not align with document content, impacting search effectiveness. Automatic query expansion (AQE) techniques aim to mitigate this issue by augmenting user queries with related terms or synonyms. Word embedding, particularly Word2Vec, has gained prominence for AQE due to its ability to represent words as real-number vectors. However, AQE methods typically expand individual query terms, potentially leading to query drift if not carefully selected. To address this, researchers propose utilizing median vectors derived from deep median networks to capture query similarity comprehensively. Integrating median vectors into candidate term generation and combining them with the BM25 probabilistic model and two IR strategies (EQE1 and V2Q) yields promising results, outperforming baseline methods in experimental settings. [ABSTRACT FROM AUTHOR] Copyright of Journal of Information Science Theory & Practice (JIStaP) is the property of Korea Institute of Science & Technology Information and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=180644236&site=bsi-live"
"INEX Tweet Contextualization task: Evaluation, results and lesson learned.","Bellot, Patrice; Moriceau, Véronique; Mothe, Josiane; SanJuan, Eric; Tannier, Xavier","Information Processing & Management",="03064573",,="Sep2016","52","5","801","19","116988472","10.1016/j.ipm.2016.03.002","Elsevier B.V.","Article","MICROBLOGS; ANAPHORA (Linguistics); PARTS of speech; SENTENCES (Grammar); WIKIPEDIA","Automatic summarization; Contextual information retrieval; Focus information retrieval; Kullback–Leibler divergence; Natural language processing; Question answering; Short text contextualization; Text informativeness; Text readability; Textual references; Tweet contextualization; Tweet understanding; Wikipedia","Microblogging platforms such as Twitter are increasingly used for on-line client and market analysis. This motivated the proposal of a new track at CLEF INEX lab of Tweet Contextualization . The objective of this task was to help a user to understand a tweet by providing him with a short explanatory summary (500 words). This summary should be built automatically using resources like Wikipedia and generated by extracting relevant passages and aggregating them into a coherent summary. Running for four years, results show that the best systems combine NLP techniques with more traditional methods. More precisely the best performing systems combine passage retrieval, sentence segmentation and scoring, named entity recognition, text part-of-speech (POS) analysis, anaphora detection, diversity content measure as well as sentence reordering. This paper provides a full summary report on the four-year long task. While yearly overviews focused on system results, in this paper we provide a detailed report on the approaches proposed by the participants and which can be considered as the state of the art for this task. As an important result from the 4 years competition, we also describe the open access resources that have been built and collected. The evaluation measures for automatic summarization designed in DUC or MUC were not appropriate to evaluate tweet contextualization, we explain why and depict in detailed the LogSim measure used to evaluate informativeness of produced contexts or summaries. Finally, we also mention the lessons we learned and that it is worth considering when designing a task. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=116988472&site=bsi-live"
"Information is essential for competitive and cost-effective public procurement.","Gorgun, Mustafa Kaan; Kutlu, Mucahid; Tas, Bedri Kamil Onur","Journal of Information Science",="01655515",,="Dec2022",,,"1",,"160812237","10.1177/01655515221141042","Sage Publications, Ltd.","Article",,"Economic analysis; information retrieval; natural language processing; public procurement","Public authorities promote transparent public procurement practices to increase competition and reduce public procurement costs. In this article, we focus on public procurement of the European Union (EU). We employ a multidisciplinary approach to analyse economic effects of information in public procurement. We quantify the information content of 2,390,630 EU public procurement notices published in 22 different languages using natural language processing techniques. Subsequently, we examine the impact of the information content on public procurement outcomes. We find that higher information levels have significant positive effects. Competition is considerably higher when notices contain more information. On average, contract prices would be 6%–8% lower if notices were to contain adequate information. EU governments could save up to € 80 billion if all public procurement notices were to have detailed information. Based on our comprehensive analysis, we believe that authorities should regulate the information content of notices to promote competition and cost-effectiveness in public procurement. [ABSTRACT FROM AUTHOR] Copyright of Journal of Information Science is the property of Sage Publications, Ltd. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=160812237&site=bsi-live"
"Integrating large language models and generative artificial intelligence tools into information literacy instruction.","Carroll, Alexander J.; Borycz, Joshua","Journal of Academic Librarianship",="00991333",,="Jul2024","50","4","N.PAG","1","177854578","10.1016/j.acalib.2024.102899","Elsevier B.V.","Article","INFORMATION science; LANGUAGE & languages; GENERATIVE artificial intelligence; INFORMATION literacy; STEM education; ENGINEERING education","Critical thinking; Generative artificial intelligence; Information literacy; Information retrieval; Large language models","Generative artificial intelligence (AI) and large language models (LLMs) have induced a mixture of excitement and panic among educators. However, there is a lack of consensus over how much experience science and engineering students have with using these tools for research-related tasks. Likewise, it is not yet known how educators and information professionals can leverage these tools to teach students strategies for information retrieval and knowledge synthesis. This study assesses the extent of students' use of AI tools in research-related tasks and if information literacy instruction could impact their perception of these tools. Responses to Likert-scale questions indicate that many students did not have extensive experience using LLMs for research-related purposes prior to the information literacy sessions. However, after participating in a didactic lecture and discussion with an engineering librarian that explored how to use these tools effectively and responsibly, many students reported viewing these tools as potentially useful for future assignments. Student responses to open-response questions suggest that librarian-led information literacy training can assist students in developing more sophisticated understandings of the limitations and use cases for artificial intelligence in inquiry-based coursework. [ABSTRACT FROM AUTHOR] Copyright of Journal of Academic Librarianship is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=177854578&site=bsi-live"
"Interactive query expansion for professional search applications.","Russell-Rose, Tony; Gooch, Philip; Kruschwitz, Udo","Business Information Review",="02663821",,="Sep2021","38","3","127","11","153606127","10.1177/02663821211034079","Sage Publications Inc.","Article","INFORMATION professionals; KNOWLEDGE workers; MEDICAL personnel; PATENT lawyers; EMPLOYEE recruitment; Human Resources Consulting Services; Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Information retrieval; machine learning; natural language processing; ontologies; professional search; query expansion","Knowledge workers (such as healthcare information professionals, patent agents and recruitment professionals) undertake work tasks where search forms a core part of their duties. In these instances, the search task is often complex and time-consuming and requires specialist expert knowledge to formulate accurate search strategies. Interactive features such as query expansion can play a key role in supporting these tasks. However, generating query suggestions within a professional search context requires that consideration be given to the specialist, structured nature of the search strategies they employ. In this paper, we investigate a variety of query expansion methods applied to a collection of Boolean search strategies used in a variety of real-world professional search tasks. The results demonstrate the utility of context-free distributional language models and the value of using linguistic cues to optimise the balance between precision and recall. [ABSTRACT FROM AUTHOR] Copyright of Business Information Review is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=153606127&site=bsi-live"
"Knowledge powered by artificial intelligence.","Pichman, Brian","Information Services & Use",="01675265",,="Nov2024",,,"1",,"180869637","10.1177/18758789241299017","IOS Press","Article","ARTIFICIAL intelligence; LEGACY systems; KNOWLEDGE management; GENERATIVE artificial intelligence; LANGUAGE models","AI ethics; bias reduction; customer support AI; generative AI; healthcare AI; knowledge forecasting; knowledge management; large language models; legacy systems; multilingual support; personalized information retrieval; RAG; real-time collaboration; Retrieval Augmented Generation systems","Generative Artificial Intelligence (GenAI) has revolutionized knowledge management, offering unprecedented capabilities for creating, proofing, summarizing, and evaluating documentation. This paper explores how AI, particularly large language models (LLMs), and Retrieval Augmented Generation (RAG) systems, can streamline the development of knowledge articles while addressing ethical concerns such as data ownership and bias. We examine practical applications, including real-time collaboration, multilingual support, personalized information retrieval, and automated knowledge forecasting. Additionally, we explore AI’s role in bridging legacy systems, reducing biases, and enhancing decision-making. Ultimately, AI extends beyond generating content, shaping a more efficient, inclusive, and innovative approach to knowledge management. This article is based upon a presentation given at the 2024 NISO Plus Conference that was held in Baltimore, MD, USA, February 13–14, 2024. [ABSTRACT FROM AUTHOR] Copyright of Information Services & Use is the property of IOS Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=180869637&site=bsi-live"
"Leveraging AI-based Decision Support for Opportunity Analysis.","Groher, Wolfgang; Rademacher, Friedrich-Wilhelm; Csillaghy, André","Technology Innovation Management Review",="19270321",,="Dec2019","9","12","29","7","141074992","10.22215/timreview/1289","Carleton University, Talent First Network, Technology Innovation Management Review","Article","ARTIFICIAL intelligence; INFORMATION retrieval; DESIGN science; INFORMATION processing; LATENT semantic analysis; CONCEPTUAL models","artificial intelligence; decision-making; design science; environmental scanning; front-end of innovation; information processing; information retrieval; innovation search field; latent semantic indexing; opportunity","The dynamics and speed of change in corporate environments have increased. At the front-end of innovation, firms are challenged to evaluate growing amounts of information within shorter time frames in order to stay competitive. Either they spend significant time on structured data analysis, at the risk of delayed market launch, or they follow their intuition, at the risk of not meeting market trends. Both scenarios constitute a significant risk for a firm's continued existence.Motivated by this, a conceptual model is presented in this paper that aims at remediating these risks. Grounded on design science methodology, it concentrates on previous assessments of innovation search fields. These innovation search fields assist in environmental scanning and lay the foundation for deciding which opportunities to pursue. The model applies a novel AI-based approach, which draws on natural language processing and information retrieval. To provide decision support, the approach includes market-, technology-, and firm-related criteria. This allows us to replace intuitive decision-making by fact-based considerations. In addition, an often-iterative approach for environmental scanning is replaced by a more straightforward process. Early testing of the conceptual model has shown results of increased quality and speed of decision-making. Further testing and feedback is still required to enhance and calibrate the AI-functionality. Applied in business environments, the approach can contribute to remediate fuzziness in early front-end activities, thus helping direct innovation managers to ""do the right things"". [ABSTRACT FROM AUTHOR] Copyright of Technology Innovation Management Review is the property of Carleton University, Talent First Network, Technology Innovation Management Review and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=141074992&site=bsi-live"
"Listwise approach based on the cross‐correntropy for learning to rank.","Wu, Mintao; Zhu, Jihua; Wang, Jun; Pang, Shanmin; Li, Yaochen","Electronics Letters (Wiley-Blackwell)",="00135194",,="Jul2018","54","15","878","3","148786885","10.1049/el.2018.0815","Wiley-Blackwell","Article",,"cross‐correntropy loss; document retrieval; entropy; gradient descent algorithm; gradient methods; information retrieval; learning (artificial intelligence); learning to rank; ListCCE; listwise approach; listwise loss function; neural network model; training model","The problem of learning to rank is addressed and a novel listwise approach by taking document retrieval as an example is proposed. It first introduces the concept of cross‐correntropy into learning to rank and then proposes the listwise loss function based on the cross‐correntropy between the ranking list given by the label and the one predicted by training model. The use of the cross‐correntropy loss leads to the development of the listwise approach called ListCCE, which employs the gradient descent algorithm to train a neural network model. Experimental results tested on publicly available data sets show that the proposed approach performs better than some existing approaches. [ABSTRACT FROM AUTHOR] Copyright of Electronics Letters (Wiley-Blackwell) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=148786885&site=bsi-live"
"Machine learning and ontology-based novel semantic document indexing for information retrieval.","Sharma, Anil; Kumar, Suresh","Computers & Industrial Engineering",="03608352",,="Feb2023","176",,"N.PAG","1","161600684","10.1016/j.cie.2022.108940","Elsevier B.V.","Article","INFORMATION retrieval; COMPUTER science; Research and development in the physical, engineering and life sciences; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology); ONTOLOGIES (Information retrieval); MACHINE learning; ANALYTIC hierarchy process; INFORMATION needs","Computer science ontology; Concept extraction; Document indexing; Information retrieval; Machine learning; Natural language processing; Semantic web","• Document key phrases to ontology concept mapping with limited or no related concepts in the ontology. • Analytic hierarchy process based application specific concept feature weights. • Document's concept term variations and synonyms mapped on domain ontology. • Average F-measure enhanced by 25% compared to the state-of-the-art. The goal of information retrieval (IR) systems is to find the contents most closely related to the user's information needs from a pool of information. However, conventional IR methods neglect semantic descriptions of document contents and index documents based on the words that they include. When users and indexing systems use different terms to express the same subject, a vocabulary gap emerges. To overcome this limitation and to enhance the effectiveness of the IR systems, this paper introduced a novel hybrid semantic document indexing employing machine learning and domain ontology. The presented technique uses a skip-gram with negative sampling-based machine learning model and a domain ontology to determine the concepts for annotating unstructured documents. The proposed work also introduced multiple feature based novel concept ranking algorithm where statistical, semantic, and scientific named entity features of the concept were used to assign relevance weight to the annotations. The fuzzy analytical hierarchy process was used to derive the parameters of these feature weights. The final step is to rank the concepts according to their relevance to the document. Five benchmark publicly accessible datasets from the computer science domain were used in a series of experiments to validate the results of presented method. Experiment findings showed that the proposed method performs better than state-of-the-art techniques on these datasets, by improving average accuracy by 29%, while an improvement of 25% was recorded in F-measure. The improvement in average accuracy demonstrates that the performance of the proposed approach is better than the state-of-the-art methods in extracting document concepts accurately even when the same concept is referred to by distinct terms in the document and domain ontologies. The proposed system's ability to find similar concepts when the documents possess no concept from domain ontology is demonstrated by the improvement in F-measure, which is attributed to high recall rates of the proposed indexing scheme while maintaining high accuracy. [ABSTRACT FROM AUTHOR] Copyright of Computers & Industrial Engineering is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=161600684&site=bsi-live"
"Measuring the Semantic Uncertainty of News Events for Evolution Potential Estimation.","XIANGFENG LUO; JUNYU XUAN; JIE LU; GUANGQUAN ZHANG","ACM Transactions on Information Systems",="10468188",,="2016","34","4","1","25","116348725","10.1145/2903719","Association for Computing Machinery","Article","DECISION making; PUBLIC relations; UNCERTAINTY (Information theory); STATISTICAL correlation; Public Relations Agencies; SEMANTIC computing","Information search and retrieval; natural language processing; news event; semantic analysis; text mining","The evolution potential estimation of news events can support the decision making of both corporations and governments. For example, a corporation could manage its public relations crisis in a timely manner if a negative news event about this corporation is known with large evolution potential in advance. However, existing state-of-the-art methods are mainly based on time series historical data, which are not suitable for the news events with limited historical data and bursty properties. In this article, we propose a purely content-based method to estimate the evolution potential of the news events. The proposed method considers a news event at a given time point as a system composed of different keywords, and the uncertainty of this system is defined and measured as the Semantic Uncertainty of this news event. At the same time, an uncertainty space is constructed with two extreme states: the most uncertain state and the most certain state. We believe that the Semantic Uncertainty has correlation with the content evolution of the news events, so it can be used to estimate the evolution potential of the news events. In order to verify the proposed method, we present detailed experimental setups and results measuring the correlation of the Semantic Uncertainty with the Content Change of news events using collected news events data. The results show that the correlation does exist and is stronger than the correlation of value from the time-series-based method with the Content Change. Therefore, we can use the Semantic Uncertainty to estimate the evolution potential of news events. [ABSTRACT FROM AUTHOR] Copyright of ACM Transactions on Information Systems is the property of Association for Computing Machinery and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=116348725&site=bsi-live"
"Modeling and Learning Distributed Word Representation with Metadata for Question Retrieval.","Zhou, Guangyou; Huang, Jimmy Xiangji","IEEE Transactions on Knowledge & Data Engineering",="10414347",,="Jun2017","29","6","1226","14","122814210","10.1109/TKDE.2017.2665625","IEEE","Article","METADATA; FACILITATED learning; INTERROGATIVE (Grammar); DOCUMENT type definitions; ARCS Model of Motivational Design","Aggregates; community question answering; Computational modeling; Context modeling; information retrieval; Kernel; Knowledge discovery; Metadata; Natural language processing; question retrieval; Semantics; text mining","Community question answering (cQA) has become an important issue due to the popularity of cQA archives on the Web. This paper focuses on addressing the lexical gap problem in question retrieval. Question retrieval in cQA archives aims to find the existing questions that are semantically equivalent or relevant to the queried questions. However, the lexical gap problem brings a new challenge for question retrieval in cQA. In this paper, we propose to model and learn distributed word representations with metadata of category information within cQA pages for question retrieval using two novel category powered models. One is a basic category powered model called MB-NET and the other one is an enhanced category powered model called ME-NET which can better learn the distributed word representations and alleviate the lexical gap problem. To deal with the variable size of word representation vectors, we employ the framework of fisher kernel to transform them into the fixed-length vectors. Experimental results on large-scale English and Chinese cQA data sets show that our proposed approaches can significantly outperform state-of-the-art retrieval models for question retrieval in cQA. Moreover, we further conduct our approaches on large-scale automatic evaluation experiments. The evaluation results show that promising and significant performance improvements can be achieved. [ABSTRACT FROM PUBLISHER] Copyright of IEEE Transactions on Knowledge & Data Engineering is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=122814210&site=bsi-live"
"Opera Clustering: K-means on librettos datasets.","Harim Jeong; Joo Hun Yoo","Journal of Internet Computing & Services",="15980170",,="Apr2022","23","2","45","8","156816744","10.7472/jksii.2022.23.2.45","Korean Society for Internet Information","Article","ARTIFICIAL intelligence; NATURAL language processing; K-means clustering; MACHINE learning; EMOTIONS","Classification; Embedding; K-means Clustering; Music Analysis; Music Information Retrieval; Natural Language Processing","With the development of artificial intelligence analysis methods, especially machine learning, various fields are widely expanding their application ranges. However, in the case of classical music, there still remain some difficulties in applying machine learning techniques. Genre classification or music recommendation systems generated by deep learning algorithms are actively used in general music, but not in classical music. In this paper, we attempted to classify opera among classical music. To this end, an experiment was conducted to determine which criteria are most suitable among, composer, period of composition, and emotional atmosphere, which are the basic features of music. To generate emotional labels, we adopted zero-shot classification with four basic emotions, ‘happiness’, ‘sadness’, ‘anger’, and ‘fear.’ After embedding the opera libretto with the doc2vec processing model, the optimal number of clusters is computed based on the result of the elbow method. Decided four centroids are then adopted in k-means clustering to classify unsupervised libretto datasets. We were able to get optimized clustering based on the result of adjusted rand index scores. With these results, we compared them with notated variables of music. As a result, it was confirmed that the four clusterings calculated by machine after training were most similar to the grouping result by period. Additionally, we were able to verify that the emotional similarity between composer and period did not appear significantly. At the end of the study, by knowing the period is the right criteria, we hope that it makes easier for music listeners to find music that suits their tastes. [ABSTRACT FROM AUTHOR] Copyright of Journal of Internet Computing & Services is the property of Korean Society for Internet Information and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=156816744&site=bsi-live"
"Predicting taxi demand hotspots using automated Internet Search Queries.","Markou, Ioulia; Kaiser, Kevin; Pereira, Francisco C.","Transportation Research Part C: Emerging Technologies",="0968090X",,="May2019","102",,"73","14","135915002","10.1016/j.trc.2019.03.001","Elsevier B.V.","Article","INTERNET searching; NATURAL language processing; GLOBALIZATION","Demand prediction; Information retrieval; Natural language processing; Query expansion; Special events","Highlights • Popular events can cause distinct taxi demand hotspots. • Internet search queries are proven useful for the prediction of demand hotspots. • Queries expansion with two new terms return more representative results. • MedLDA performs better than an independent topic modelling and classification process. • Terms with time expressions seem to be good prediction indicators in topics. Abstract Disruptions due to special events are a well-known challenge in transport operations, since the transport system is typically designed for habitual demand. Part of the problem relates to the difficulty in collecting comprehensive and reliable information early enough to prepare mitigation measures. A tool that automatically scans the internet for events and predicts their impact would strongly support transport management in many cities in the world. This study addresses the challenges related to retrieving and analyzing web documents about real world events, and using them for demand explanation (if related to a past event) and prediction (if a future one). Transport demand is predicted with a supervised topic modeling algorithm by utilizing information about social events retrieved using various strategies, which made use of search aggregation, natural language processing, and query expansion. It was found that a two-step process produced the highest accuracy for transport demand prediction, where different (but related) queries are used to retrieve an initial set of documents, and then, based on these documents, a final query is constructed that obtains the set of predictive documents. These are then used to model the most discriminating topics related to the transport demand. A framework was proposed that sequentially handles all stages of data gathering, enrichment, and prediction with the intention of generating automated search queries. [ABSTRACT FROM AUTHOR] Copyright of Transportation Research Part C: Emerging Technologies is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=135915002&site=bsi-live"
"Processing social media in real-time.","Spina, Damiano; Zubiaga, Arkaitz; Sheth, Amit; Strohmaier, Markus","Information Processing & Management",="03064573",,="May2019","56","3","1081","3","135137886","10.1016/j.ipm.2018.06.006","Elsevier B.V.","Article","DATA mining; NATURAL language processing; INFORMATION retrieval; SOCIAL media; SOCIAL context","Data mining; Information retrieval; Natural language processing; Social media mining",,"https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=135137886&site=bsi-live"
"Recognition of cursive video text using a deep learning framework.","Mirza, Ali; Siddiqi, Imran","IET Image Processing (Wiley-Blackwell)",="17519659",,="Dec2020","14","14","3444","12","148084505","10.1049/iet-ipr.2019.1070","Wiley-Blackwell","Article",,"background segmentation; bi‐directional recurrent neural networks; character recognition rate; complex ligatures; content‐based retrieval; context‐dependent shape variations; convolutional networks; convolutional neural network; cursive caption text; cursive scripts; cursive video text; deep learning; end‐to‐end framework; feature extraction; feature sequence extraction; image segmentation; information retrieval; learning (artificial intelligence); mature V‐OCRs; News channel videos; noncursive scripts; optical character recognition; overlapping ligatures; recurrent neural nets; sequence‐to‐sequence mapping; text analysis; text lines extraction; text regions; textual content‐based retrieval system; Urdu text; video frames; video optical character recognition systems; video retrieval; video signal processing; video text recognition","This study focuses on cursive text recognition appearing in videos, using a complete framework of deep neural networks. While mature video optical character recognition systems (V‐OCRs) are available for text in non‐cursive scripts, recognition of cursive scripts is marked by many challenges. These include complex and overlapping ligatures, context‐dependent shape variations and presence of a large number of dots and diacritics. The authors present an analytical technique for recognition of cursive caption text that relies on a combination of convolutional and recurrent neural networks trained in an end‐to‐end framework. Text lines extracted from video frames are preprocessed to segment the background and are fed to a convolutional neural network for feature extraction. The extracted feature sequences are fed to different variants of bi‐directional recurrent neural networks along with the ground truth transcription to learn sequence‐to‐sequence mapping. Finally, a connectionist temporal classification layer is employed to produce the final transcription. Experiments on a data set of more than 40,000 text lines from 11,192 video frames of various News channel videos reported an overall character recognition rate of 97.63%. The proposed work employs Urdu text as a case study but the findings can be generalised to other cursive scripts as well. [ABSTRACT FROM AUTHOR] Copyright of IET Image Processing (Wiley-Blackwell) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=148084505&site=bsi-live"
"Retrieval Contrastive Learning for Aspect-Level Sentiment Classification.","Jian, Zhongquan; Li, Jiajian; Wu, Qingqiang; Yao, Junfeng","Information Processing & Management",="03064573",,="Jan2024","61","1","N.PAG","1","173784683","10.1016/j.ipm.2023.103539","Elsevier B.V.","Article",,"Aspect-level sentiment classification; Contrastive learning; Information retrieval; Natural language processing","Aspect-Level Sentiment Classification (ALSC) aims to assign specific sentiments to a sentence toward different aspects, which is one of the crucial challenges in the field of Natural Language Processing (NLP). Despite numerous approaches being proposed and obtaining prominent results, the majority of them focus on leveraging the relationships between the aspect and opinion words in a single instance while ignoring correlations with other instances, which will make models inevitably become trapped in local optima due to the absence of a global viewpoint. Instance representation derived from a single instance, on the one hand, the contained information is insufficient due to the lack of descriptions from other perspectives; on the other hand, its stored knowledge is redundant since the inability to filter extraneous content. To obtain a polished instance representation, we developed a Retrieval Contrastive Learning (RCL) framework to subtly extract intrinsic knowledge across instances. RCL consists of two modules: (a) obtaining retrieval instances by sparse retriever and dense retriever, and (b) extracting and learning the knowledge of the retrieval instances by using Contrastive Learning (CL). To demonstrate the superiority of RCL, five ALSC models are employed to conduct comprehensive experiments on three widely-known benchmarks. Compared with the baselines, ALSC models achieve substantial improvements when trained with RCL. Especially, ABSA-DeBERTa with RCL obtains new state-of-the-art results, which outperform the advanced methods by 0.92%, 0.23%, and 0.47% in terms of Macro F1 gains on Laptops, Restaurants, and Twitter, respectively. • We proposed RCL to enable ALSC models to generate polished representations. • RCL has two modules: obtain retrieval instances and learn common features by CL. • The sparse and dense retrievers are used to obtain high-quality retrieval instances. • The ALSC model can be enhanced greatly by training with RCL. • ABSA-DeBERTa obtains new state-of-the-art results by being trained with RCL. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=173784683&site=bsi-live"
