Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Independent component analysis for near-synonym choice","Yu, Liang-Chih; Chien, Wei-Nan","Decision Support Systems",="01679236",,="Apr2013","55","1","146","10","87616698","10.1016/j.dss.2012.12.038","Elsevier B.V.","Article","PERFORMANCE evaluation; DISCRIMINANT analysis; INFORMATION retrieval; INDEPENDENT component analysis; SYNONYMS; SUPPORT vector machines; LATENT semantic analysis","Independent component analysis; Information retrieval; Natural language processing; Near-synonym choice","Abstract: Despite their similar meanings, near-synonyms may have different usages in different contexts, and the development of algorithms that can verify whether near-synonyms do match their given contexts has been the focus of increasing concern. Such algorithms have many applications such as query expansion for information retrieval (IR), alternative word selection for writing support systems, and (near-)duplicate detection for text summarization. In this paper, we propose a framework that incorporates latent semantic analysis (LSA) and independent component analysis (ICA) to automatically select suitable near-synonyms according to the given context. LSA is used to discover useful latent features that do not frequently occur in the contexts of near-synonyms, and ICA is used to estimate a set of independent components by minimizing the dependence between features. An SVM classifier is then trained with the independent components for best near-synonym prediction. In experiments, we evaluate the proposed method on both Chinese and English sentences, and compare its performance to state-of-the-art supervised and unsupervised methods. Experimental results show that training on the independent components that contain useful contextual features with minimized term dependence can improve the classifiers'' ability to discriminate among near-synonyms, thus yielding better performance. [Copyright &y& Elsevier] Copyright of Decision Support Systems is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=87616698&site=bsi-live"
"INEX Tweet Contextualization task: Evaluation, results and lesson learned.","Bellot, Patrice; Moriceau, Véronique; Mothe, Josiane; SanJuan, Eric; Tannier, Xavier","Information Processing & Management",="03064573",,="Sep2016","52","5","801","19","116988472","10.1016/j.ipm.2016.03.002","Elsevier B.V.","Article","MICROBLOGS; ANAPHORA (Linguistics); PARTS of speech; SENTENCES (Grammar); WIKIPEDIA","Automatic summarization; Contextual information retrieval; Focus information retrieval; Kullback–Leibler divergence; Natural language processing; Question answering; Short text contextualization; Text informativeness; Text readability; Textual references; Tweet contextualization; Tweet understanding; Wikipedia","Microblogging platforms such as Twitter are increasingly used for on-line client and market analysis. This motivated the proposal of a new track at CLEF INEX lab of Tweet Contextualization . The objective of this task was to help a user to understand a tweet by providing him with a short explanatory summary (500 words). This summary should be built automatically using resources like Wikipedia and generated by extracting relevant passages and aggregating them into a coherent summary. Running for four years, results show that the best systems combine NLP techniques with more traditional methods. More precisely the best performing systems combine passage retrieval, sentence segmentation and scoring, named entity recognition, text part-of-speech (POS) analysis, anaphora detection, diversity content measure as well as sentence reordering. This paper provides a full summary report on the four-year long task. While yearly overviews focused on system results, in this paper we provide a detailed report on the approaches proposed by the participants and which can be considered as the state of the art for this task. As an important result from the 4 years competition, we also describe the open access resources that have been built and collected. The evaluation measures for automatic summarization designed in DUC or MUC were not appropriate to evaluate tweet contextualization, we explain why and depict in detailed the LogSim measure used to evaluate informativeness of produced contexts or summaries. Finally, we also mention the lessons we learned and that it is worth considering when designing a task. [ABSTRACT FROM AUTHOR] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=116988472&site=bsi-live"
"Information is essential for competitive and cost-effective public procurement.","Gorgun, Mustafa Kaan; Kutlu, Mucahid; Tas, Bedri Kamil Onur","Journal of Information Science",="01655515",,="Dec2022",,,"1",,"160812237","10.1177/01655515221141042","Sage Publications, Ltd.","Article",,"Economic analysis; information retrieval; natural language processing; public procurement","Public authorities promote transparent public procurement practices to increase competition and reduce public procurement costs. In this article, we focus on public procurement of the European Union (EU). We employ a multidisciplinary approach to analyse economic effects of information in public procurement. We quantify the information content of 2,390,630 EU public procurement notices published in 22 different languages using natural language processing techniques. Subsequently, we examine the impact of the information content on public procurement outcomes. We find that higher information levels have significant positive effects. Competition is considerably higher when notices contain more information. On average, contract prices would be 6%–8% lower if notices were to contain adequate information. EU governments could save up to € 80 billion if all public procurement notices were to have detailed information. Based on our comprehensive analysis, we believe that authorities should regulate the information content of notices to promote competition and cost-effectiveness in public procurement. [ABSTRACT FROM AUTHOR] Copyright of Journal of Information Science is the property of Sage Publications, Ltd. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=160812237&site=bsi-live"
"Information Retrieval: Searching in the 21st Century; Human Information Retrieval.","Larson, Ray R.","Journal of the American Society for Information Science & Technology",="15322882",,="Nov2010","61","11","2370","3","54336873","10.1002/asi.21399","Wiley-Blackwell","Book Review","NONFICTION; INFORMATION Retrieval: Searching in the 21st Century (Book); HUMAN Information Retrieval (Book); GOEKER, Ayse; WARNER, Julian","evaluation; information retrieval; multilingual retrieval; natural language processing; ontologies","The article reviews two books ""Information Retrieval: Searching in the 21st Century,"" by Ayşe Göker and ""Human Information Retrieval,"" by Julian Warner.","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=54336873&site=bsi-live"
"Integrating Discriminant and Descriptive Information for Dimension Reduction and Classification.","Jie Yu; Qi Tian; Ting Rui; Huang, Thomas S.","IEEE Transactions on Circuits & Systems for Video Technology",="10518215",,="Mar2007","17","3","372","6","24570410","10.1109/TCSVT.2007.890861","IEEE","Article","ARTIFICIAL intelligence; IMAGE retrieval; INFORMATION retrieval; DATA analysis; INFORMATION storage & retrieval systems; One-Hour Photofinishing; Photofinishing Laboratories (except One-Hour); DATA compression; IMAGE processing; PATTERN perception","Artificial intelligence; image classification; information retrieval; pattern recognition","In this paper, a novel hybrid dimension reduction technique for classification is proposed based on the hybrid analysis of principal component analysis (PCA) and linear discriminant analysis (LDA). LDA is known for capturing the most discriminant features of the data in the projected space while PCA is known for preserving the most descriptive ones after projection. Our hybrid technique integrates discriminant and descriptive information and finds a richer set of alternatives beyond LDA and PCA in a 2-D parametric space, which fits a specific classification task and data distribution better. Theoretical study shows that our technique also alleviates the singularity problem of scatter matrix, which is caused by small training set, and increases the effective dimension of the projected subspace. In order to find the hybrid features adaptively and avoid exhaustive parameter searching, we further propose a boosted hybrid analysis method that incorporates a nonlinear boosting process to enhance a set of hybrid classifiers and combine them into a more accurate one. Compared with the other techniques that aim at combining PCA and LDA, our approaches are novel because our method finds alternatives to LDA and PCA in a 2-D parameter space and the boosting process provides enhancement and robust combination of the classifiers. Extensive experiments are conducted on benchmark and real image databases to compare our proposed methods with the state-of-the-art linear and nonlinear discriminant analysis techniques. The results show the superior performance of our hybrid analysis methods. [ABSTRACT FROM AUTHOR] Copyright of IEEE Transactions on Circuits & Systems for Video Technology is the property of IEEE and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=24570410&site=bsi-live"
"Integrating large language models and generative artificial intelligence tools into information literacy instruction.","Carroll, Alexander J.; Borycz, Joshua","Journal of Academic Librarianship",="00991333",,="Jul2024","50","4","N.PAG","1","177854578","10.1016/j.acalib.2024.102899","Elsevier B.V.","Article","INFORMATION science; LANGUAGE & languages; GENERATIVE artificial intelligence; INFORMATION literacy; STEM education; ENGINEERING education","Critical thinking; Generative artificial intelligence; Information literacy; Information retrieval; Large language models","Generative artificial intelligence (AI) and large language models (LLMs) have induced a mixture of excitement and panic among educators. However, there is a lack of consensus over how much experience science and engineering students have with using these tools for research-related tasks. Likewise, it is not yet known how educators and information professionals can leverage these tools to teach students strategies for information retrieval and knowledge synthesis. This study assesses the extent of students' use of AI tools in research-related tasks and if information literacy instruction could impact their perception of these tools. Responses to Likert-scale questions indicate that many students did not have extensive experience using LLMs for research-related purposes prior to the information literacy sessions. However, after participating in a didactic lecture and discussion with an engineering librarian that explored how to use these tools effectively and responsibly, many students reported viewing these tools as potentially useful for future assignments. Student responses to open-response questions suggest that librarian-led information literacy training can assist students in developing more sophisticated understandings of the limitations and use cases for artificial intelligence in inquiry-based coursework. [ABSTRACT FROM AUTHOR] Copyright of Journal of Academic Librarianship is the property of Elsevier B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=177854578&site=bsi-live"
"Interactive query expansion for professional search applications.","Russell-Rose, Tony; Gooch, Philip; Kruschwitz, Udo","Business Information Review",="02663821",,="Sep2021","38","3","127","11","153606127","10.1177/02663821211034079","Sage Publications Inc.","Article","INFORMATION professionals; KNOWLEDGE workers; MEDICAL personnel; PATENT lawyers; EMPLOYEE recruitment; Human Resources Consulting Services; Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","Information retrieval; machine learning; natural language processing; ontologies; professional search; query expansion","Knowledge workers (such as healthcare information professionals, patent agents and recruitment professionals) undertake work tasks where search forms a core part of their duties. In these instances, the search task is often complex and time-consuming and requires specialist expert knowledge to formulate accurate search strategies. Interactive features such as query expansion can play a key role in supporting these tasks. However, generating query suggestions within a professional search context requires that consideration be given to the specialist, structured nature of the search strategies they employ. In this paper, we investigate a variety of query expansion methods applied to a collection of Boolean search strategies used in a variety of real-world professional search tasks. The results demonstrate the utility of context-free distributional language models and the value of using linguistic cues to optimise the balance between precision and recall. [ABSTRACT FROM AUTHOR] Copyright of Business Information Review is the property of Sage Publications Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=153606127&site=bsi-live"
"Introduction to the special issue on patent processing","Fujii, Atsushi; Iwayama, Makoto; Kando, Noriko","Information Processing & Management",="03064573",,="Sep2007","43","5","1149","5","24867640","10.1016/j.ipm.2006.11.004","Elsevier B.V.","Article","PATENTS; INTELLECTUAL property; PATENT law; INFORMATION services; All Other Information Services; All Other Legal Services; Offices of Lawyers","Citation analysis; Classification; Information retrieval; Natural language processing; Patent processing","Abstract: The processing of intellectual property documents, such as patents, has been important to the industry, business, and law communities. Recently, the importance of patent processing has also been recognized in academic research communities, particularly by information retrieval and natural language processing researchers. In addition, large test collections that include patents have recently become available, to enable the systematic evaluation of methodologies from a scientific point of view. In the light of these activities, this special issue is intended to collect advanced research papers on patent processing. As an introduction to the special issue on patent processing, this paper surveys the relevant literature and outlines the papers selected for the special issue. [Copyright &y& Elsevier] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=24867640&site=bsi-live"
"Is 1 noun worth 2 adjectives? Measuring relative feature utility","Losee, Robert M.","Information Processing & Management",="03064573",,="Sep2006","42","5","1248","12","20557435","10.1016/j.ipm.2005.11.002","Elsevier B.V.","Article","INFORMATION retrieval; NATURAL language processing; LINGUISTICS; NOUNS","Document ordering; Economic utility; Information retrieval; Natural language processing; Performance measures; Relative performance","Abstract: Are two adjectives worth the same as a single noun when documents are ordered based on decreasing topicality? We propose an easy to interpret single number Relative Feature Utility (RFU) measure of the relative worth of using specific linguistic or non-linguistic features or sets of features in computational systems that order or filter media, such as information retrieval and classification systems. This measure allows one to make easily interpreted claims about the relative utility of features such as parts-of-speech, term suffixes, phrases vs. single terms, annotations, hyperlinks, citations, index terms, and metadata when ordering natural language text or other media. Data is provided for the RFU for stemming characteristics, part-of-speech tags, and phrase lengths, as well as retrieval characteristics and procedures. Using this linear measure of the relative utility of features makes available a wide range of cost-benefit analyses and decision theoretic techniques, allowing the study of whether or not to use many different kinds of representational information or tagging systems, and for the design of indexing and metadata systems. Some characteristics of natural languages used in the spectrum from softer to harder sciences, as well as medical terminology, are studied. [Copyright &y& Elsevier] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=20557435&site=bsi-live"
"Karen Spärck Jones.","Robertson, Stephen; Tait, John","Journal of the American Society for Information Science & Technology",="15322882",,="Mar2008","59","5","852","3","30081006","10.1002/asi.20784","Wiley-Blackwell","Obituary","SPARCK Jones, Karen, 1935-2007","information retrieval; natural language processing; scholars","An obituary is presented for computer science researcher Karen Spärck Jones.","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=30081006&site=bsi-live"
"Knowledge powered by artificial intelligence.","Pichman, Brian","Information Services & Use",="01675265",,="Nov2024",,,"1",,"180869637","10.1177/18758789241299017","IOS Press","Article","ARTIFICIAL intelligence; LEGACY systems; KNOWLEDGE management; GENERATIVE artificial intelligence; LANGUAGE models","AI ethics; bias reduction; customer support AI; generative AI; healthcare AI; knowledge forecasting; knowledge management; large language models; legacy systems; multilingual support; personalized information retrieval; RAG; real-time collaboration; Retrieval Augmented Generation systems","Generative Artificial Intelligence (GenAI) has revolutionized knowledge management, offering unprecedented capabilities for creating, proofing, summarizing, and evaluating documentation. This paper explores how AI, particularly large language models (LLMs), and Retrieval Augmented Generation (RAG) systems, can streamline the development of knowledge articles while addressing ethical concerns such as data ownership and bias. We examine practical applications, including real-time collaboration, multilingual support, personalized information retrieval, and automated knowledge forecasting. Additionally, we explore AI’s role in bridging legacy systems, reducing biases, and enhancing decision-making. Ultimately, AI extends beyond generating content, shaping a more efficient, inclusive, and innovative approach to knowledge management. This article is based upon a presentation given at the 2024 NISO Plus Conference that was held in Baltimore, MD, USA, February 13–14, 2024. [ABSTRACT FROM AUTHOR] Copyright of Information Services & Use is the property of IOS Press and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=180869637&site=bsi-live"
"Language-modeling kernel based approach for information retrieval.","Ying Xie; Raghavan, Vijay V.","Journal of the American Society for Information Science & Technology",="15322882",,="Dec2007","58","14","2353","13","27704229","10.1002/asi.20711","Wiley-Blackwell","Article","INFORMATION resources management; INFORMATION science; INFORMATION services; INFORMATION retrieval; ACCESS to information; SEARCH engines; FUNCTIONAL analysis; All Other Information Services; INFORMATION-seeking strategies; INFORMATION filtering; MACHINE learning","concept discrimination; information retrieval; machine learning; natural language processing; vector space models","In this presentation, we propose a novel integrated information retrieval approach that provides a unified solution for two challenging problems in the field of information retrieval. The first problem is how to build an optimal vector space corresponding to users' different information needs when applying the vector space model. The second one is how to smoothly incorporate the advantages of machine learning techniques into the language modeling approach. To solve these problems, we designed the language-modeling kernel function, which has all the modeling powers provided by language modeling techniques. In addition, for each information need, this kernel function automatically determines an optimal vector space, for which a discriminative learning machine, such as the support vector machine, can be applied to find an optimal decision boundary between relevant and nonrelevant documents. Large-scale experiments on standard test-beds show that our approach makes significant improvements over other state-of-the-art information retrieval methods. [ABSTRACT FROM AUTHOR] Copyright of Journal of the American Society for Information Science & Technology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=27704229&site=bsi-live"
"Leveraging AI-based Decision Support for Opportunity Analysis.","Groher, Wolfgang; Rademacher, Friedrich-Wilhelm; Csillaghy, André","Technology Innovation Management Review",="19270321",,="Dec2019","9","12","29","7","141074992","10.22215/timreview/1289","Carleton University, Talent First Network, Technology Innovation Management Review","Article","ARTIFICIAL intelligence; INFORMATION retrieval; DESIGN science; INFORMATION processing; LATENT semantic analysis; CONCEPTUAL models","artificial intelligence; decision-making; design science; environmental scanning; front-end of innovation; information processing; information retrieval; innovation search field; latent semantic indexing; opportunity","The dynamics and speed of change in corporate environments have increased. At the front-end of innovation, firms are challenged to evaluate growing amounts of information within shorter time frames in order to stay competitive. Either they spend significant time on structured data analysis, at the risk of delayed market launch, or they follow their intuition, at the risk of not meeting market trends. Both scenarios constitute a significant risk for a firm's continued existence.Motivated by this, a conceptual model is presented in this paper that aims at remediating these risks. Grounded on design science methodology, it concentrates on previous assessments of innovation search fields. These innovation search fields assist in environmental scanning and lay the foundation for deciding which opportunities to pursue. The model applies a novel AI-based approach, which draws on natural language processing and information retrieval. To provide decision support, the approach includes market-, technology-, and firm-related criteria. This allows us to replace intuitive decision-making by fact-based considerations. In addition, an often-iterative approach for environmental scanning is replaced by a more straightforward process. Early testing of the conceptual model has shown results of increased quality and speed of decision-making. Further testing and feedback is still required to enhance and calibrate the AI-functionality. Applied in business environments, the approach can contribute to remediate fuzziness in early front-end activities, thus helping direct innovation managers to ""do the right things"". [ABSTRACT FROM AUTHOR] Copyright of Technology Innovation Management Review is the property of Carleton University, Talent First Network, Technology Innovation Management Review and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=141074992&site=bsi-live"
"Lexical and Syntactic knowledge for Information Retrieval","Ferrández, Antonio","Information Processing & Management",="03064573",,="Sep2011","47","5","692","14","63189714","10.1016/j.ipm.2011.01.003","Elsevier B.V.","Article","INFORMATION retrieval; NATURAL language processing; TASK analysis; SEARCH engines; LEXICAL-functional grammar; SEMANTICS (Philosophy); QUERYING (Computer science)","Information Retrieval; Lexical and syntactic relationships; Natural Language Processing; Question Answering; Term Proximity","Abstract: Traditional Information Retrieval (IR) models assume that the index terms of queries and documents are statistically independent of each other, which is intuitively wrong. This paper proposes the incorporation of the lexical and syntactic knowledge generated by a POS-tagger and a syntactic Chunker into traditional IR similarity measures for including this dependency information between terms. Our proposal is based on theories of discourse structure by means of the segmentation of documents and queries into sentences and entities. Therefore, we measure dependencies between entities instead of between terms. Moreover, we handle discourse references for each entity. It has been evaluated on Spanish and English corpora as well as on Question Answering tasks obtaining significant increases. [Copyright &y& Elsevier] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=63189714&site=bsi-live"
"Listwise approach based on the cross‐correntropy for learning to rank.","Wu, Mintao; Zhu, Jihua; Wang, Jun; Pang, Shanmin; Li, Yaochen","Electronics Letters (Wiley-Blackwell)",="00135194",,="Jul2018","54","15","878","3","148786885","10.1049/el.2018.0815","Wiley-Blackwell","Article",,"cross‐correntropy loss; document retrieval; entropy; gradient descent algorithm; gradient methods; information retrieval; learning (artificial intelligence); learning to rank; ListCCE; listwise approach; listwise loss function; neural network model; training model","The problem of learning to rank is addressed and a novel listwise approach by taking document retrieval as an example is proposed. It first introduces the concept of cross‐correntropy into learning to rank and then proposes the listwise loss function based on the cross‐correntropy between the ranking list given by the label and the one predicted by training model. The use of the cross‐correntropy loss leads to the development of the listwise approach called ListCCE, which employs the gradient descent algorithm to train a neural network model. Experimental results tested on publicly available data sets show that the proposed approach performs better than some existing approaches. [ABSTRACT FROM AUTHOR] Copyright of Electronics Letters (Wiley-Blackwell) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=148786885&site=bsi-live"
"Machine learning and ontology-based novel semantic document indexing for information retrieval.","Sharma, Anil; Kumar, Suresh","Computers & Industrial Engineering",="03608352",,="Feb2023","176",,"N.PAG","1","161600684","10.1016/j.cie.2022.108940","Elsevier B.V.","Article","INFORMATION retrieval; COMPUTER science; Research and development in the physical, engineering and life sciences; Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology); ONTOLOGIES (Information retrieval); MACHINE learning; ANALYTIC hierarchy process; INFORMATION needs","Computer science ontology; Concept extraction; Document indexing; Information retrieval; Machine learning; Natural language processing; Semantic web","• Document key phrases to ontology concept mapping with limited or no related concepts in the ontology. • Analytic hierarchy process based application specific concept feature weights. • Document's concept term variations and synonyms mapped on domain ontology. • Average F-measure enhanced by 25% compared to the state-of-the-art. The goal of information retrieval (IR) systems is to find the contents most closely related to the user's information needs from a pool of information. However, conventional IR methods neglect semantic descriptions of document contents and index documents based on the words that they include. When users and indexing systems use different terms to express the same subject, a vocabulary gap emerges. To overcome this limitation and to enhance the effectiveness of the IR systems, this paper introduced a novel hybrid semantic document indexing employing machine learning and domain ontology. The presented technique uses a skip-gram with negative sampling-based machine learning model and a domain ontology to determine the concepts for annotating unstructured documents. The proposed work also introduced multiple feature based novel concept ranking algorithm where statistical, semantic, and scientific named entity features of the concept were used to assign relevance weight to the annotations. The fuzzy analytical hierarchy process was used to derive the parameters of these feature weights. The final step is to rank the concepts according to their relevance to the document. Five benchmark publicly accessible datasets from the computer science domain were used in a series of experiments to validate the results of presented method. Experiment findings showed that the proposed method performs better than state-of-the-art techniques on these datasets, by improving average accuracy by 29%, while an improvement of 25% was recorded in F-measure. The improvement in average accuracy demonstrates that the performance of the proposed approach is better than the state-of-the-art methods in extracting document concepts accurately even when the same concept is referred to by distinct terms in the document and domain ontologies. The proposed system's ability to find similar concepts when the documents possess no concept from domain ontology is demonstrated by the improvement in F-measure, which is attributed to high recall rates of the proposed indexing scheme while maintaining high accuracy. [ABSTRACT FROM AUTHOR] Copyright of Computers & Industrial Engineering is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=161600684&site=bsi-live"
"Measuring the Semantic Uncertainty of News Events for Evolution Potential Estimation.","XIANGFENG LUO; JUNYU XUAN; JIE LU; GUANGQUAN ZHANG","ACM Transactions on Information Systems",="10468188",,="2016","34","4","1","25","116348725","10.1145/2903719","Association for Computing Machinery","Article","DECISION making; PUBLIC relations; UNCERTAINTY (Information theory); STATISTICAL correlation; Public Relations Agencies; SEMANTIC computing","Information search and retrieval; natural language processing; news event; semantic analysis; text mining","The evolution potential estimation of news events can support the decision making of both corporations and governments. For example, a corporation could manage its public relations crisis in a timely manner if a negative news event about this corporation is known with large evolution potential in advance. However, existing state-of-the-art methods are mainly based on time series historical data, which are not suitable for the news events with limited historical data and bursty properties. In this article, we propose a purely content-based method to estimate the evolution potential of the news events. The proposed method considers a news event at a given time point as a system composed of different keywords, and the uncertainty of this system is defined and measured as the Semantic Uncertainty of this news event. At the same time, an uncertainty space is constructed with two extreme states: the most uncertain state and the most certain state. We believe that the Semantic Uncertainty has correlation with the content evolution of the news events, so it can be used to estimate the evolution potential of the news events. In order to verify the proposed method, we present detailed experimental setups and results measuring the correlation of the Semantic Uncertainty with the Content Change of news events using collected news events data. The results show that the correlation does exist and is stronger than the correlation of value from the time-series-based method with the Content Change. Therefore, we can use the Semantic Uncertainty to estimate the evolution potential of news events. [ABSTRACT FROM AUTHOR] Copyright of ACM Transactions on Information Systems is the property of Association for Computing Machinery and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=116348725&site=bsi-live"
"Mining knowledge from natural language texts using fuzzy associated concept mapping","Wang, W.M.; Cheung, C.F.; Lee, W.B.; Kwok, S.K.","Information Processing & Management",="03064573",,="Sep2008","44","5","1707","13","33389491","10.1016/j.ipm.2008.05.002","Elsevier B.V.","Article","ARTIFICIAL intelligence; HUMAN-computer interaction; KNOWLEDGE management; MATHEMATICAL logic; COMPUTATIONAL linguistics; DATABASE evaluation; CITATION indexes; SET theory; FUZZY sets","Concept mapping; Fuzzy set theory; Information retrieval; Knowledge management; Knowledge mining; Natural language processing","Abstract: Natural Language Processing (NLP) techniques have been successfully used to automatically extract information from unstructured text through a detailed analysis of their content, often to satisfy particular information needs. In this paper, an automatic concept map construction technique, Fuzzy Association Concept Mapping (FACM), is proposed for the conversion of abstracted short texts into concept maps. The approach consists of a linguistic module and a recommendation module. The linguistic module is a text mining method that does not require the use to have any prior knowledge about using NLP techniques. It incorporates rule-based reasoning (RBR) and case based reasoning (CBR) for anaphoric resolution. It aims at extracting the propositions in text so as to construct a concept map automatically. The recommendation module is arrived at by adopting fuzzy set theories. It is an interactive process which provides suggestions of propositions for further human refinement of the automatically generated concept maps. The suggested propositions are relationships among the concepts which are not explicitly found in the paragraphs. This technique helps to stimulate individual reflection and generate new knowledge. Evaluation was carried out by using the Science Citation Index (SCI) abstract database and CNET News as test data, which are well known databases and the quality of the text is assured. Experimental results show that the automatically generated concept maps conform to the outputs generated manually by domain experts, since the degree of difference between them is proportionally small. The method provides users with the ability to convert scientific and short texts into a structured format which can be easily processed by computer. Moreover, it provides knowledge workers with extra time to re-think their written text and to view their knowledge from another angle. [Copyright &y& Elsevier] Copyright of Information Processing & Management is the property of Pergamon Press - An Imprint of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&db=buh&AN=33389491&site=bsi-live"
